Type,Price,Location,Baths,Area,Beds
Upper Portion,PKR40 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,10 Marla,3
House,PKR60 Thousand,"Paragon City, Lahore, Punjab",3,5 Marla,3
Upper Portion,PKR36 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,10 Marla,3
Room,PKR20 Thousand,"Township, Lahore, Punjab",1,10 Marla,1
Lower Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2
House,PKR60 Thousand,"Punjab University Employees Society, Lahore, Punjab",4,5 Marla,4
House,PKR2 Lakh,"EME Society, Lahore, Punjab",6,1 Kanal,6
Upper Portion,PKR80 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",4,1 Kanal,3
Lower Portion,PKR50 Thousand,"Township, Lahore, Punjab",3,1 Kanal,3
Lower Portion,PKR90 Thousand,"Township, Lahore, Punjab",3,10 Marla,2
Lower Portion,PKR25 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
Flat,PKR17 Thousand,"Allama Iqbal Town, Lahore, Punjab",1,3 Marla,1
Upper Portion,PKR35 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,10 Marla,2
Room,PKR9 Thousand,"Sabzazar Scheme, Lahore, Punjab",1,0.8 Marla,1
Upper Portion,PKR35 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
Upper Portion,PKR65 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3
Lower Portion,PKR25 Thousand,"Al Rehman Garden, Lahore, Punjab",2,5 Marla,2
Upper Portion,PKR47 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
Upper Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,10 Marla,3
Upper Portion,PKR40 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,2
Flat,PKR2.25 Lakh,"Cantt, Lahore, Punjab",3,15.1 Marla,3
House,PKR35 Thousand,"Al Rehman Garden, Lahore, Punjab",6,5 Marla,5
Upper Portion,PKR30 Thousand,"Waris Road, Lahore, Punjab",2,5 Marla,2
Upper Portion,PKR29 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,4 Marla,2
Lower Portion,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,10 Marla,2
Lower Portion,PKR44 Thousand,"Jail Road, Lahore, Punjab",1,6 Marla,2
House,PKR30 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,2
House,PKR35 Thousand,"Al Rehman Garden, Lahore, Punjab",6,5 Marla,5
Upper Portion,PKR30 Thousand,"Waris Road, Lahore, Punjab",2,5 Marla,2
Upper Portion,PKR29 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,4 Marla,2
Lower Portion,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,10 Marla,2
Lower Portion,PKR44 Thousand,"Jail Road, Lahore, Punjab",1,6 Marla,2
House,PKR30 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,2
Upper Portion,PKR33 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
Upper Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",2,10 Marla,2
Lower Portion,PKR40 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,6
House,PKR1 Lakh,"Faisal Town, Lahore, Punjab",5,10 Marla,4
Lower Portion,PKR50 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2
House,PKR27 Thousand,"Eden, Lahore, Punjab",2,4 Marla,3
Flat,PKR44 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
House,PKR80 Thousand,"Formanites Housing Scheme, Lahore, Punjab",6,10 Marla,5
House,PKR50 Thousand,"Formanites Housing Scheme, Lahore, Punjab",4,5 Marla,3
Upper Portion,PKR35 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,10 Marla,3
Upper Portion,PKR25 Thousand,"Formanites Housing Scheme, Lahore, Punjab",2,5 Marla,2
Upper Portion,PKR22 Thousand,"Cantt, Lahore, Punjab",3,6 Marla,2
House,PKR50 Thousand,"College Road, Lahore, Punjab",4,5 Marla,3
House,PKR15 Thousand,"Marghzar Officers Colony, Lahore, Punjab",2,3 Marla,2
Flat,PKR20 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
Flat,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
House,PKR50 Thousand,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",3,10 Marla,3
House,PKR45 Thousand,"Ali View Garden, Lahore, Punjab",5,5 Marla,4
House,PKR90 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR12 Thousand,"Sarwar Town, Lahore, Punjab",2,5 Marla,2
Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
House,PKR10 Thousand,"Kahna, Lahore, Punjab",2,2 Marla,1
Flat,PKR25 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
Flat,PKR7 Thousand,"Bahria Town, Lahore, Punjab",1,2 Marla,1
Flat,PKR80 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
House,PKR40 Thousand,"Jubilee Town, Lahore, Punjab",-,10 Marla,-
Flat,PKR23 Thousand,"Ferozepur Road, Lahore, Punjab",2,3 Marla,2
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
Flat,PKR1.2 Lakh,"Cantt, Lahore, Punjab",1,2.2 Marla,1
House,PKR2.5 Lakh,"Gulberg, Lahore, Punjab",-,1 Kanal,5
House,PKR60 Thousand,"Johar Town, Lahore, Punjab",1,2.4 Marla,-
Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,3
Upper Portion,PKR47 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,8 Marla,2
House,PKR50 Thousand,"Shadab Garden, Lahore, Punjab",-,5 Marla,-
Flat,PKR30 Thousand,"Canal Garden, Lahore, Punjab",2,4 Marla,2
Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
House,PKR25 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
House,PKR25 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,5 Marla,5
House,PKR25 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,5 Marla,5
Upper Portion,PKR22 Thousand,"Park View City, Lahore, Punjab",2,5.3 Marla,2
House,PKR40 Thousand,"Shanghai Road, Lahore, Punjab",6,5 Marla,6
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Mohafiz Town, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
Lower Portion,PKR35 Thousand,"Samanabad, Lahore, Punjab",2,10 Marla,2
Upper Portion,PKR23 Thousand,"Samanabad, Lahore, Punjab",2,5 Marla,3
House,PKR45 Thousand,"Samanabad, Lahore, Punjab",4,3.5 Marla,4
Lower Portion,PKR43 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
House,PKR30 Thousand,"Babu Sabu, Lahore, Punjab",1,3 Marla,2
Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
House,PKR85 Thousand,"Paragon City, Lahore, Punjab",6,10 Marla,5
Lower Portion,PKR15 Thousand,"Shoukat Town, Lahore, Punjab",1,3 Marla,1
Upper Portion,PKR35 Thousand,"Township, Lahore, Punjab",2,5 Marla,2
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,10 Marla,2
Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,10 Marla,2
Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,2
House,PKR55 Thousand,"Rehman Villas, Lahore, Punjab",4,5 Marla,3
House,PKR32 Thousand,"Khayaban-e-Amin, Lahore, Punjab",2,5 Marla,3
Lower Portion,PKR37 Thousand,"Sabzazar Scheme, Lahore, Punjab",5,10 Marla,3
House,PKR2.6 Lakh,"Sui Gas Housing Society, Lahore, Punjab",6,1 Kanal,5
House,PKR50 Thousand,"Canal Garden, Lahore, Punjab",4,5 Marla,4
House,PKR50 Thousand,"Canal Garden, Lahore, Punjab",4,5 Marla,4
Room,PKR12 Thousand,"Township, Lahore, Punjab",1,0.7 Marla,1
Flat,PKR22 Thousand,"Formanites Housing Scheme, Lahore, Punjab",1,4 Marla,1
Room,PKR15 Thousand,"Punjab Small Industries Colony, Lahore, Punjab",1,10 Marla,1
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6
Lower Portion,PKR40 Thousand,"PCSIR Staff Colony, Lahore, Punjab",2,10 Marla,2
Upper Portion,PKR55 Thousand,"LDA Avenue, Lahore, Punjab",5,1 Kanal,4
House,PKR11 Lakh,"Garden Town, Lahore, Punjab",3,2 Kanal,3
Lower Portion,PKR25 Thousand,"Cantt, Lahore, Punjab",2,5 Marla,1
Upper Portion,PKR36 Thousand,"Samanabad, Lahore, Punjab",2,8 Marla,3
House,PKR25 Thousand,"GT Road, Lahore, Punjab",2,3 Marla,3
Flat,PKR25 Thousand,"Model Colony, Lahore, Punjab",2,8 Marla,2
Upper Portion,PKR1 Lakh,"Sui Gas Housing Society, Lahore, Punjab",3,1 Kanal,3
House,PKR1 Lakh,"OPF Housing Scheme, Lahore, Punjab",6,10 Marla,5
Lower Portion,PKR26 Thousand,"Al-Hamd Park, Lahore, Punjab",2,4 Marla,2
House,PKR2.5 Lakh,"Johar Town, Lahore, Punjab",5,1 Kanal,6
Flat,PKR35 Thousand,"PIA Housing Scheme, Lahore, Punjab",10,12 Marla,11
House,PKR55 Thousand,"Ferozepur Road, Lahore, Punjab",-,5 Marla,-
Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR30 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Room,PKR20 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Room,PKR20 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Room,PKR20 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Room,PKR20 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Room,PKR20 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
Lower Portion,PKR40 Thousand,"Cavalry Ground, Lahore, Punjab",2,10 Marla,2
Upper Portion,PKR60 Thousand,"PIA Housing Scheme, Lahore, Punjab",3,15 Marla,2
Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
Upper Portion,PKR40 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,10 Marla,3
House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",-,1.2 Kanal,6
House,PKR50 Thousand,"Defence Road, Lahore, Punjab",3,5 Marla,3
Farm House,PKR1.52 Lakh,"Bedian Road, Lahore, Punjab",3,8 Kanal,3
House,PKR24 Thousand,"Ali View Garden, Lahore, Punjab",2,5 Marla,-
Upper Portion,PKR65 Thousand,"Sukh Chayn Gardens, Lahore, Punjab",3,1 Kanal,3
House,PKR18 Thousand,"Manawan, Lahore, Punjab",4,3 Marla,3
House,PKR17 Thousand,"Walton Road, Lahore, Punjab",2,3.2 Marla,2
Upper Portion,PKR60 Thousand,"Gulberg, Lahore, Punjab",2,15 Marla,2
Upper Portion,PKR15 Thousand,"Paragon City, Lahore, Punjab",1,2 Marla,1
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Room,PKR20 Thousand,"GCP Housing Scheme, Lahore, Punjab",-,2 Marla,-
Room,PKR20 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,2 Marla,-
Room,PKR20 Thousand,"GCP Housing Scheme, Lahore, Punjab",-,2 Marla,-
Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR35 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR35 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR35 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
Flat,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
House,PKR17 Thousand,"Ashiana-e-Quaid Housing Scheme, Lahore, Punjab",2,3 Marla,2
House,PKR1.9 Lakh,"Askari, Lahore, Punjab",7,17 Marla,5
Flat,PKR15 Thousand,"DHA Defence, Lahore, Punjab",1,1.6 Marla,1
House,PKR28 Thousand,"GT Road, Lahore, Punjab",3,3.5 Marla,3
Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,3
House,PKR6 Lakh,"Township, Lahore, Punjab",5,4 Kanal,10
House,PKR17 Thousand,"Walton Road, Lahore, Punjab",2,3.2 Marla,2
Upper Portion,PKR25 Thousand,"Chinar Bagh, Lahore, Punjab",2,10 Marla,2
House,PKR60 Thousand,"Hajvery Housing Scheme, Lahore, Punjab",5,5 Marla,6
House,PKR25 Thousand,"Nishtar Colony, Lahore, Punjab",3,3 Marla,3
House,PKR55 Thousand,"Alfalah Town, Lahore, Punjab",4,1 Kanal,3
House,PKR55 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4
House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",5,5 Marla,3
Upper Portion,PKR22 Thousand,"Shadbagh, Lahore, Punjab",1,4 Marla,2
Lower Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,2
Upper Portion,PKR25 Thousand,"Education Town, Lahore, Punjab",2,6.7 Marla,2
Upper Portion,PKR18 Thousand,"Naz Town, Lahore, Punjab",2,5 Marla,2
House,PKR50 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4
Flat,PKR14 Thousand,"Canal Garden, Lahore, Punjab",1,1 Marla,1
House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
Upper Portion,PKR55 Thousand,"Architects Engineers Housing Society, Lahore, Punjab",4,1 Kanal,3
House,PKR40 Thousand,"Clifton Colony, Lahore, Punjab",3,4 Marla,3
Upper Portion,PKR35 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",2,5 Marla,3
House,PKR90 Thousand,"College Road, Lahore, Punjab",5,8 Marla,5
House,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,3
Flat,PKR32 Thousand,"Valencia Housing Society, Lahore, Punjab",2,3 Marla,2
House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
House,PKR40 Thousand,"Chinar Bagh, Lahore, Punjab",6,5 Marla,5
Lower Portion,PKR28 Thousand,"Chinar Bagh, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR40 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,10 Marla,3
Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,5
House,PKR45 Thousand,"Palm Villas, Lahore, Punjab",3,3 Marla,3
House,PKR1.2 Lakh,"Mozang, Lahore, Punjab",5,13 Marla,5
House,PKR3 Lakh,"Canal Bank Housing Scheme, Lahore, Punjab",9,1 Kanal,9
Room,PKR5 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
Upper Portion,PKR15 Thousand,"Venus Housing Scheme, Lahore, Punjab",2,5.2 Marla,1
Lower Portion,PKR33 Thousand,"Johar Town, Lahore, Punjab",1,5 Marla,1
Upper Portion,PKR65 Thousand,"Main Canal Bank Road, Lahore, Punjab",3,1 Kanal,3
Flat,PKR15 Thousand,"Labor Colony, Lahore, Punjab",1,3 Marla,2
House,PKR48 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,3
Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
Upper Portion,PKR90 Thousand,"Punjab Govt Employees Society, Lahore, Punjab",4,2 Kanal,4
Flat,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",4,7.1 Marla,2
Flat,PKR25 Thousand,"Qartaba Chowk, Lahore, Punjab",2,4 Marla,2
Lower Portion,PKR38 Thousand,"Defence Road, Lahore, Punjab",3,10 Marla,2
Lower Portion,PKR50 Thousand,"Airline Housing Society, Lahore, Punjab",3,10 Marla,2
Upper Portion,PKR1.5 Lakh,"Nasheman-e-Iqbal, Lahore, Punjab",4,1 Kanal,3
Lower Portion,PKR16 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",1,4 Marla,1
Flat,PKR16 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,4 Marla,2
Lower Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
Upper Portion,PKR55 Thousand,"Defence Road, Lahore, Punjab",4,1 Kanal,4
Upper Portion,PKR38 Thousand,"Defence Road, Lahore, Punjab",2,10 Marla,3
House,PKR17 Thousand,"Lalazaar Garden, Lahore, Punjab",2,2 Marla,2
House,PKR1.5 Lakh,"Valencia Housing Society, Lahore, Punjab",8,1 Kanal,7
Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR20 Thousand,"Gulshan-e-Riaz, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR20 Thousand,"Bilal Gunj, Lahore, Punjab",-,3 Marla,-
Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Model Town, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Sui Gas Employees Cooperative Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Model Town, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Faisal Town, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Muslim Nagar Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Flat,PKR50 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
Upper Portion,PKR42 Thousand,"Raiwind Road, Lahore, Punjab",2,12 Marla,2
House,PKR30 Thousand,"Agrics Town, Lahore, Punjab",3,10 Marla,2
House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA Defence, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Flat,PKR16 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,3 Marla,3
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Johar Town, Lahore, Punjab",-,10 Marla,-
Flat,PKR16 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,3 Marla,3
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Johar Town, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Faisal Town, Lahore, Punjab",-,10 Marla,-
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
House,PKR45 Thousand,"Raiwind Road, Lahore, Punjab",4,3 Marla,3
Lower Portion,PKR25 Thousand,"BOR - Board of Revenue Housing Society, Lahore, Punjab",2,5 Marla,2
Flat,PKR9 Thousand,"Bahria Town, Lahore, Punjab",1,2.7 Marla,1
Flat,PKR11 Thousand,"Hassan Town, Lahore, Punjab",1,1.8 Marla,1
Lower Portion,PKR85 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,2
Flat,PKR63 Thousand,"Raiwind Road, Lahore, Punjab",1,5 Marla,2
House,PKR45 Thousand,"Mustafa Town, Lahore, Punjab",4,4 Marla,3
House,PKR22.5 Thousand,"Hamza Town, Lahore, Punjab",3,3 Marla,2
House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
Home,PKR80 Thousand,"Sahafi Colony, Lahore, Punjab",6,10 Marla,5
Room,PKR35 Thousand,"Cantt, Lahore, Punjab",1,10 Marla,1
Upper Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,1 Kanal,3
Lower Portion,PKR16 Thousand,"GT Road, Lahore, Punjab",2,4 Marla,2
Lower Portion,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Bahria Orchard, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
Lower Portion,PKR40 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",-,10 Marla,-
